,专业本科,专业研究生,专业考试,基层工作最低年限,学位要求,学历要求,序号,招录人数,招录机关,招考对象,政治面貌,用人单位(部门),职位代码,职位名称,职位简介,其他条件,备注,gsr_f,gsr_f_no,gsr_m,gsr_m_no,job_no
18,"经济学类,金融学类,工商管理类  ",,经济管理,二年,学士,本科,19,2,市发展改革委,具有两年以上基层工作经历的人员,不限,上海市价格监督检查与反垄断局,1510019,价格监督检查，科员,参与监督检查行政事业性收费、监督检查经营者执行政府价格政策情况和市场定价商品的价格行为，依法查处价格违法行为等工作。,熟悉价格管理、财会以及与经济相关专业的基本理论，熟悉行政执法工作程序，具有较强的文字综合和协调管理等能力；具有一定的上海工作、学习经历，对上海社会、经济发展情况较为熟悉。政治素质好，身体健康。,,False,0,False,0,2
19,英语 ,英语语言文学 ,综合管理,二年,学士,本科及以上,20,2,市商务委,具有两年以上基层工作经历的人员,不限,外事处,1510020,科员,本市重大涉外经贸活动的翻译和现场礼宾，本市重大经贸外事活动的筹备和组织实施。,具备较好的口、笔译专业基础和实务经验，有组织大型外事活动经历者优先。,,False,0,False,0,2
20,,不限 ,综合管理,二年,硕士,硕士研究生及以上,21,1,市教委,具有两年以上基层工作经历的人员,中共党员,党委办公室,1510021,综合管理岗主任科员及以下,负责安全教育及文秘工作。,具有高校学生工作管理经验，有较强的综合协调能力，有较强的文字水平。,,False,0,False,0,1
21,,不限 ,综合管理,二年,硕士,硕士研究生及以上,22,1,市教委,具有两年以上基层工作经历的人员,中共党员,组织干部处,1510022,综合管理岗主任科员及以下,处室内部综合管理。,熟悉组织或干部工作。具有较强的组织协调能力和语言文字表达能力；熟练使用各类办公软件；工作认真细致、责任心强。,,False,0,False,0,1
22,,"法学,会计学 ",综合管理,二年,硕士,硕士研究生及以上,23,1,市教委,具有两年以上基层工作经历的人员,中共党员,纪工委（监察室）,1510023,综合管理岗主任科员及以下,从事纪检监察工作。,具有纪检监察工作经验者优先。,,False,0,False,0,1
23,,"统计学,计算机科学与技术类 ",信息管理,二年,硕士,硕士研究生及以上,24,1,市教委,具有两年以上基层工作经历的人员,不限,发展规划处,1510024,信息管理岗主任科员及以下,协助开展区县教育事业统计、高校教育事业统计工作，协助开展招生计划编制工作。,具有较强的分析思考能力、组织协调能力及语言文字表达能力。,具有高等教育管理相关工作经验者优先。 ,False,0,False,0,1
24,不限 ,不限 ,综合管理,二年,学士,本科及以上,25,1,市教委,具有两年以上基层工作经历的人员,中共党员,高等教育处,1510025,综合管理岗主任科员及以下,协调处理各类在沪高等教育相关工作和处室内部工作。,具有高校相关工作经历，有较强的语言表达能力（包括口头和书面表达），并具有较强的计算机操作能力。,,False,0,False,0,1
25,不限 ,不限 ,综合管理,二年,学士,本科及以上,26,1,市教委,具有两年以上基层工作经历的人员,不限,终身教育处,1510026,综合管理岗主任科员及以下,负责处室文书处理、公文起草、文件收发、档案管理等。,有一定的学习型社会、终身教育等方面的理论知识，有较好的文字表达能力，掌握文件管理和档案管理等相关业务知识，熟练掌握计算机操作技能。,具有办公室管理工作经验者优先。 ,False,0,False,0,1
26,不限 ,不限 ,综合管理,二年,学士,本科及以上,27,1,市教委,具有两年以上基层工作经历的人员,中共党员,学生处,1510027,综合管理岗主任科员及以下,协助进行高校毕业生就业管理和服务工作以及高校学生管理工作。,具有较强的语言文字表达能力、较强的组织协调能力及2年以上高校管理工作或人力资源管理工作相关经验。,,False,0,False,0,1
27,不限 ,不限 ,综合管理,二年,学士,本科及以上,28,1,市教委,具有两年以上基层工作经历的人员,中共党员,语言文字管理处,1510028,综合管理岗主任科员及以下,负责办公室文档、信息、联络等日常事务管理，及简报等有关文稿撰写。,具有较强的口头和书面表达能力；普通话水平测试等级证书二级乙等以上；公文写作能力强。,,False,0,False,0,1
28,,不限 ,综合管理,二年,硕士,硕士研究生及以上,29,1,市教委,具有两年以上基层工作经历的人员,中共党员,德育处,1510029,综合管理岗主任科员及以下,从事大学生思想政治教育工作。,具有较强的文字表达能力、组织协调能力；责任心强，工作积极主动、认真细致，能适应高强度工作；身体健康。具有教育相关工作经验。,具有高校学生工作经历者优先。 ,False,0,False,0,1
29,,不限 ,综合管理,二年,硕士,硕士研究生及以上,30,1,市教委,具有两年以上基层工作经历的人员,中共党员,德育处,1510030,综合管理岗主任科员及以下,从事高校思想政治理论课管理工作。,具有较强的文字表达能力、组织协调能力；责任心强，工作积极主动、认真细致，能适应高强度工作；身体健康。具有教育相关工作经验。,具有基层思想政治教育工作经历者优先。 ,False,0,False,0,1
30,"新闻学,传播学 ",,综合管理,二年,不限,本科,31,1,市科委,具有两年以上基层工作经历的人员,不限,办公室,1510031,新闻宣传及信息职位主任科员及以下,协助科技新闻宣传策划、新媒体运营、信息编报及其他工作。,需具有科技新闻报道、政务新媒体运营、活动策划、信息编报管理工作经历；具有较好的思想、业务素质和理解能力、应变能力；具有较强的组织协调能力、文字写作及口头表达能力。,,False,0,False,0,1
31,,不限 ,综合管理,二年,硕士,硕士研究生及以上,32,1,市科委,具有两年以上基层工作经历的人员,中共党员,发展研究处,1510032,科技发展战略研究职位主任科员及以下,开展科技和经济社会发展战略研究，组织科技工作调研，起草重要文稿。,需具有理工科专业背景和软科学研究工作经历。熟悉科技发展规律和科技创新政策，具有较强的文字和口头能力、组织协调和综合调研能力。,,False,0,False,0,1
32,,不限 ,信息管理,二年,硕士,硕士研究生及以上,33,1,市科委,具有两年以上基层工作经历的人员,不限,发展计划处,1510033,科技计划管理职位主任科员及以下,参与制定并组织实施本市年度科技计划，研究相关的科技政策、发展环境和管理办法并提出有关建议。,本科及研究生阶段均需具有理工科专业背景；具有相关科研和科技项目管理工作经历。熟悉国家和本市科技政策和科技计划体系，具有较强的组织协调能力、文字和口头表达能力。,,False,0,False,0,1
33,不限 ,不限 ,综合管理,五年以上,学士,本科及以上,34,1,市科委,具有两年以上基层工作经历的人员,中共党员,条件财务处,1510034,实验动物行政许可管理职位主任科员及以下,执行实验动物行政许可管理制度，具体负责行政审批事项的受理、审核和监管等工作。研究实验动物管理相关制度并提出相关建议。,需具有法律或实验动物或兽医或生物科学类专业背景，并具有实验动物科研或实验动物管理或其他行政许可管理工作经历，熟悉国家和本市相关行政许可法律法规，熟悉实验动物相关管理规范和制度，熟悉实验动物专业领域基础知识，具备较强的组织协调能力、文字和口头表达能力。,,False,0,False,0,1
34,,不限 ,综合管理,二年,硕士,硕士研究生及以上,35,1,市科委,具有两年以上基层工作经历的人员,不限,国际合作处,1510035,科技外事管理职位主任科员及以下,参与制定并组织实施本市年度国际科技计划，开展国家和本市重大国际科技项目的管理协调。,需具有理工科专业背景；具有科技项目管理工作经历；具有英语高级口译证书；具有较强的组织协调能力、文字和口头表达能力。,,False,0,False,0,1
35,不限 ,不限 ,综合管理,二年,学士,本科及以上,36,1,市科委,具有两年以上基层工作经历的人员,不限,科普工作处,1510036,科学传播研究职位主任科员及以下,开展科学传播理论和实践研究，起草重要文稿。,需具有理工科专业背景，有较强的文字表达能力、沟通和策划能力、综合研究能力。,承担过重大活动策划或传播类课题研究者优先。 ,False,0,False,0,1
36,,不限 ,综合管理,二年,硕士,硕士研究生及以上,37,1,市科委,具有两年以上基层工作经历的人员,不限,高新技术产业化处,1510037,科技管理职位主任科员及以下,参与编制本市高新技术发展及产业化相关领域的科技发展规划的组织工作；参与本市高新技术相关领域专项计划和科技攻关计划等方面的协调推进工作。,需具有工学专业背景；具有高新技术领域的科研工作经历和重大科技项目管理经历，熟悉国家和本市现行高新技术领域政策；具有较强的组织协调能力、文字和口头表达能力。,具有工学专业背景，同时具有经济学、管理学、军事学中任一专业背景的优先。 ,False,0,False,0,1
37,,不限 ,综合管理,二年,硕士,硕士研究生及以上,38,1,市科委,具有两年以上基层工作经历的人员,不限,生物医药处,1510038,生物医药科研与产业化管理职位主任科员及以下,协助负责生物医药领域（药物和医疗器械）科技与产业化管理，包括生物医药领域技术预见和政策研究、科研和产业化项目管理等工作；协助负责国家和地方相关科研项目的过程管理工作。,需具有生物医药（药物或医疗器械）相关专业背景和生物医药领域综合管理工作经历。熟悉国家和上海生物医药领域科技和产业发展政策，具有较强的文字写作能力和一定的组织协调、沟通能力。,,False,0,False,0,1
38,不限 ,不限 ,综合管理,二年,学士,本科及以上,39,1,市科委,具有两年以上基层工作经历的人员,不限,社会发展处,1510039,民生领域科技管理职位主任科员及以下,参与本市城市建设、交通管理、资源环境与公共安全等相关领域的科技发展规划编制，协助相关领域专项计划和科技攻关计划的指南编制、组织实施、项目管理等工作。,需具有理工科专业背景和科技管理工作经历。熟悉国家和本市相关领域的政策和重大科技项目，具有较强的组织协调能力、文字和口头表达能力。,,False,0,False,0,1
39,法学类 ,法学类 ,政法,二年,学士,本科及以上,40,1,市民政局,具有两年以上基层工作经历的人员,中共党员,市民政局,1510040,政策法规处主任科员及以下,从事民政立法调研、法律文件审核、法宣工作,通过国家司法考试，具有法律从业工作经历，能够适应高强度工作,本科应为法学类专业，不含马克思主义理论、政治学、公安学类等 ,False,0,False,0,1
40,,"哲学类,公共管理类,中国语言文学类 ",综合管理,二年,硕士,硕士研究生,41,1,市民政局,具有两年以上基层工作经历的人员,中共党员,市民政局,1510041,办公室主任科员及以下,综合文秘，负责民政工作政策调研，以及各类日常公文的起草、处理等工作,能够适应高强度工作，具有较强的文字及沟通协调能力,,False,0,False,0,1
41,,会计学 ,财务管理,二年,硕士,硕士研究生,42,1,市民政局,具有两年以上基层工作经历的人员,中共党员,市民政局,1510042,计划财务处主任科员及以下,负责财务审计，协助财务综合管理等工作,具备中级审计师资格证书，有两年及以上一线审计工作经历。通过注册会计师或ACCA等相关（执业）职业资格者优先,本科及以上学习阶段中至少有一个阶段所学专业为会计学或审计学 ,False,0,False,0,1
42,不限 ,不限 ,综合管理,二年,学士,本科及以上,43,1,市建管委,具有两年以上基层工作经历的人员,中共党员,纪工委（监察室）,1510043,纪检监察主任科员及以下,从事建设交通系统纪检监察工作。,有较强的文字综合能力和组织协调能力，从事过纪检监察工作优先。,,False,0,False,0,1
43,不限 ,不限 ,城市建设管理,二年,学士,本科及以上,44,1,市建管委,具有两年以上基层工作经历的人员,不限,政策研究室,1510044,政策研究主任科员及以下,从事重要文稿起草、重大政策研究等工作。,有较强的文字综合和调查研究能力；肯吃苦，相容性好；有文稿起草或政策研究工作经历者优先；中共党员优先。,,False,0,False,0,1
44,法学 ,法学类 ,政法,二年,学士,本科及以上,45,2,市建管委,具有两年以上基层工作经历的人员,中共党员,法规处,1510045,法制工作主任科员及以下,参与本市城乡建设及城市管理行业的立法起草工作和贯彻实施，进行本系统的法制监督及行政诉讼工作，处理法律事务。,熟悉相关法律法规，具有较扎实的法学知识和一定的经济管理知识；具有较强的文字工作能力，在省级以上报纸刊物发表过论文。,本科生要求法律专业；研究生要求本科阶段及研究生阶段至少一个阶段是法律专业。 ,False,0,False,0,2
45,"土木类,建筑类 ","土木工程类,建筑学类 ",城市建设管理,二年,学士,本科及以上,46,1,市建管委,具有两年以上基层工作经历的人员,不限,建筑市场监管处,1510046,建筑业信息化管理主任科员及以下,从事建筑业信息化管理工作。,熟悉软件开发信息或在企业从事信息化管理工作，熟悉项目BIM技术操作优先；有较强的文字能力、组织协调能力。,,False,0,False,0,1
46,不限 ,不限 ,城市建设管理,二年,学士,本科及以上,47,1,市建管委,具有两年以上基层工作经历的人员,不限,建筑节能和建筑材料监管处,1510047,执法管理主任科员及以下,建筑节能和建筑材料管理的规章制度的制订和执行。,熟悉建筑节能和建筑材料管理工作，文字能力强；中共党员优先。,专业要求文科类。 ,False,0,False,0,1
47,"土木类,建筑类 ",,城市建设管理,二年,学士,本科,48,1,市建管委,具有两年以上基层工作经历的人员,不限,建筑节能和建筑材料监管处,1510048,建材管理主任科员及以下,制定建材发展规划、政策，并监督执行。,熟悉建材的应用与管理，文字能力强；中共党员优先。,,False,0,False,0,1
48,"土木类,建筑类 ","土木工程类,建筑学类 ",城市建设管理,二年,学士,本科及以上,49,1,市建管委,具有两年以上基层工作经历的人员,不限,标准定额管理处,1510049,工程建设标准管理主任科员及以下,工程建设标准管理。,熟悉工程建设，对标准编制工作有一定的了解；中共党员优先。,,False,0,False,0,1
49,,法学类 ,政法,二年,硕士,硕士研究生,50,1,市建管委,具有两年以上基层工作经历的人员,不限,城市管理处,1510050,城市管理综合研究主任科员及以下,组织开展城市管理综合性研究；研究制定城市管理相关政策、规划、法规、制度；起草城市管理领域综合性文件、文稿。,熟悉城市管理，有法律工作经验者优先；文字组织能力强。,,False,0,False,0,1
50,,管理学 ,经济管理,二年,硕士,硕士研究生,51,1,市建管委,具有两年以上基层工作经历的人员,不限,城市管理处,1510051,城市管理督察主任科员及以下,制订城市管理考核考评办法；汇总各方监督检查结果；组织实施综合考评。,熟悉城市管理者优先；文字组织能力强。,,False,0,False,0,1
51,法学类 ,,政法,五年以上,学士,本科,52,1,市建管委,具有两年以上基层工作经历的人员,中共党员,住宅建设协调处,1510052,世界城市日事务主任科员及以下,世界城市日相关事务协调工作（法务及外事方面）。,具备熟练的英语口译能力，英语六级以上，有高级口译证书者优先。,,False,0,False,0,1
52,"管理学,工学,理学  ","管理学,工学,理学 ",综合管理,二年,学士,本科及以上,53,1,市建管委,具有两年以上基层工作经历的人员,不限,设施管理处,1510053,地下空间管理主任科员及以下,从事地下空间使用管理和综合协调管理工作。,熟悉地下空间政策法规、技术工作，有较强的协调能力和文字能力。,,False,0,False,0,1
53,"土木类,建筑类 ","土木工程类,建筑学类 ",城市建设管理,二年,学士,本科及以上,54,1,市建管委,具有两年以上基层工作经历的人员,不限,标准定额管理处,1510054,造价定额管理主任科员及以下,工程建设造价定额管理。,熟悉工程造价及概预算；中共党员优先。,,False,0,False,0,1
54,"环境科学与工程类,公共管理类 ","环境科学与工程类,公共管理类 ",城市建设管理,五年以上,学士,本科及以上,55,1,市环保局,具有两年以上基层工作经历的人员,中共党员,办公室,1510055,主任科员及以下,信访岗位，从事信访接待、处理、督办，重大信访矛盾现场协调处置，夜间应急值班等工作。,具有较强的行政管理能力，良好的组织协调和较强的文字表达能力。,具有5年以上环境保护从业经历。有较好工作实绩的优先考虑。有环保相关工作经验者优先考虑。专业：环境科学与工程及相关专业或公共管理及相关专业。 ,False,0,False,0,1
55,财务管理 ,"会计学,环境科学与工程类 ",综合管理,五年以上,学士,本科及以上,56,1,市环保局,具有两年以上基层工作经历的人员,不限,办公室,1510056,主任科员及以下,财务管理岗位，从事预算、决算、内部审计、资产及资金管理、财务制度落实等相关工作。,有较强的组织协调能力、行政管理能力，有吃苦精神。具有中级会计师以上职称。,具有5年以上环境保护从业经历。有较好工作实绩的优先考虑。专业：本科阶段为财务管理及相关专业。研究生阶段为会计学及相关专业或环境科学与工程类相关专业。 ,False,0,False,0,1
56,,"法学类,环境科学与工程类 ",综合管理,二年,硕士,硕士研究生及以上,57,1,市环保局,具有两年以上基层工作经历的人员,不限,政策法规处,1510057,主任科员及以下,环境立法、环保法制宣传，现场执法监督等相关工作。,有较强的组织协调、行政管理能力，具有吃苦精神。,具有环境保护从业经验和法制工作背景，有较好工作实绩的优先考虑。 ,False,0,False,0,1
57,,环境科学与工程类 ,城市建设管理,二年,硕士,硕士研究生及以上,58,1,市环保局,具有两年以上基层工作经历的人员,不限,科技标准处,1510058,主任科员及以下,组织制定环境标准、技术规范及污染源现场实测数据采集和分析等相关工作。,有较强的组织协调、行政管理能力，具有吃苦精神。具有环保科研和环保工程设计相关工作经验。,具有环境保护从业经验，有较好工作实绩的优先考虑。 ,False,0,False,0,1
58,环境科学与工程类 ,环境科学与工程类 ,城市建设管理,五年以上,学士,本科及以上,59,1,市环保局,具有两年以上基层工作经历的人员,不限,总量控制处,1510059,主任科员及以下,负责日常排污许可证管理和现场污染源核查等相关工作。,有较强的组织协调能力、行政管理能力，具有吃苦精神，有较高的计算机操作水平。,具有5年以上环境保护从业经历。有较好工作实绩的优先考虑。 ,False,0,False,0,1
59,"财务管理,会计学 ",会计学 ,财务管理,二年,学士,本科及以上,60,1,市规划国土资源局,具有两年以上基层工作经历的人员,不限,内部处室,1510060,财务管理职位主任科员及以下,从事财务管理等相关工作。,有较强的组织协调能力，以及文字和口头表达能力。有两年以上财务管理相关工作经历。,,False,0,False,0,1
60,,"城市规划与设计,建筑设计及其理论 ",城市建设管理,二年,硕士,硕士研究生及以上,61,4,市规划国土资源局,具有两年以上基层工作经历的人员,不限,内部处室,1510061,规划管理职位主任科员及以下,从事城市规划管理等相关业务工作。,有较强的组织协调能力，以及文字和口头表达能力。有两年以上城市规划管理相关工作经历。,,False,0,False,0,4
61,,土地资源管理 ,城市建设管理,二年,硕士,硕士研究生及以上,62,2,市规划国土资源局,具有两年以上基层工作经历的人员,不限,内部处室,1510062,土地管理职位主任科员及以下,从事土地管理等相关业务工作。,有较强的组织协调能力、分析研究能力，以及文字和口头表达能力。有两年以上土地管理相关工作经历。,,False,0,False,0,2
62,,"民商法学,经济法学 ",城市建设管理,二年,硕士,硕士研究生及以上,63,2,市规划国土资源局,具有两年以上基层工作经历的人员,不限,内部处室,1510063,土地管理职位主任科员及以下,从事土地管理等相关业务工作。,有较强的组织协调能力、分析研究能力，以及文字和口头表达能力。有两年以上土地管理相关工作经历。,,False,0,False,0,2
63,"法学,行政管理 ","民商法学,经济法学,行政管理 ",综合管理,二年,学士,本科及以上,64,2,市规划国土资源局,具有两年以上基层工作经历的人员,不限,内部处室,1510064,综合管理职位主任科员及以下,从事行政管理等相关工作。,有较强的组织协调能力，以及文字和口头表达能力。有两年以上行政管理相关工作经历。,法学专业为民商法或经济法。 ,False,0,False,0,2
64,,"历史学类,中国语言文学类 ",综合管理,二年,硕士,硕士研究生,65,1,市水务局(海洋局),具有两年以上基层工作经历的人员,中共党员,办公室,1510065,信访管理岗位科员,负责信访接待、志书编撰、后勤管理及文件起草等工作。,具有较强的组织协调、文字和口头表达能力，有信访、维稳工作经历者优先。,,False,0,False,0,1
65,"海洋科学类,海洋工程类 ",不限 ,综合管理,二年,学士,本科及以上,66,1,市水务局(海洋局),具有两年以上基层工作经历的人员,中共党员,海域海岛处,1510066,海域行政界线和海底管线管理岗位科员,负责区（县）海域行政界线的管理。负责对海底电缆管道路由调查、铺设施工申请进行审批，参与海区组织的路由协调等。,"身体健康,能适应海上和野外工作要求。",,False,0,False,0,1
66,,"财政学,会计学 ",财务管理,二年,硕士,硕士研究生,67,1,市文广影视局,具有两年以上基层工作经历的人员,不限,财务处,1510067,文广财务管理主任科员及以下,协助承担文广影视财务管理工作,有财务管理工作经验，熟悉预算、财务、税务工作，具有较强的文字写作能力和日常公文处理能力，且能独立承担财务处专业课题研究与撰文。具有财务专业中级或初级职称者优先。,,False,0,False,0,1
67,"公共卫生与预防医学类,行政管理 ","公共卫生与预防医学类,社会医学与卫生事业管理 ",综合管理,二年,学士,本科及以上,68,1,市卫生计生委,具有两年以上基层工作经历的人员,不限,健康促进处,1510068,健康促进综合管理职主任科员及以下,组织协调开展健康促进相关工作，对有关部门、区县和基层单位工作实施情况进行调研、指导、督办和评估，起草整理相关文件、资料，筹备会议等。,英语国家四级及以上考试合格，计算机办公软件操作熟练，在本市公共卫生机构具有2年以上工作经历，有较强的公文撰写能力。,,False,0,False,0,1
68,,"临床医学类,中医学类 ",综合管理,二年,硕士,硕士研究生,69,1,市卫生计生委,具有两年以上基层工作经历的人员,中共党员,市干部保健局,1510069,办公室科员,机要秘书、内勤。,熟悉干部医疗政策及日常工作，热爱秘书和内勤岗位，有相关工作经历者优先。,,False,0,False,0,1
69,,"公共卫生与预防医学类,社会医学与卫生事业管理,应用经济学类 ",综合管理,二年,硕士,硕士研究生及以上,70,1,市卫生计生委,具有两年以上基层工作经历的人员,不限,政策法规处（研究室）,1510070,医改综合管理职主任科员及以下,负责医改综合政策研究和实施。,英语国家六级考试合格，计算机办公自动化操作熟练。,,False,0,False,0,1
